title;entity;Vikidia;Wikipedia
Archipelago;LOC;The Hebrides are an example of an archipelago  An archipelago, island group or island chain is a cluster or collection of islands. It can refry from a few islands to a lot islands. The islands can also appear in different sizes.;An archipelago ( AR-kə-PEL-ə-goh), sometimes called an island group or island chain, is a chain, cluster, or collection of islands, or sometimes a sea containing a small number of scattered islands. Examples of archipelagos include: the Indonesian Archipelago, the Andaman and Nicobar Islands, the Lakshadweep Islands, the Galápagos Islands, the Japanese archipelago, the Philippine Archipelago, the Maldives,
Nintendo;ORG;Nintendo is the world's largest video game company. Nintendo was founded on September 23, 1889, originally making playing cards. They originally formed in Kyoto, Tokyo. [1] They also tried making other things before they made video games, such as taxo services and hotels. [2] They made their first video game console in 1983, which saved gaming from the video game crash of 1983.;Nintendo Co., Ltd. is a Japanese multinational video game company headquartered in Kyoto, Japan. It develops, publishes and releases both video games and video game consoles. Nintendo was founded in 1889 as Nintendo Koppai by craftsman Fusajiro Yamauchi and originally produced handmade hanafuda playing cards. After venturing into various lines of business during the 1960s and acquiring a legal status as a public company, Nintendo distributed its first console, the Color TV-Game, in 1977. It gained international recognition with the release of Donkey Kong in 1981 and the Nintendo Entertainment System and Super Mario Bros.
Mumps;O;This can be diagnosed by the increase in alpha amylase isoenzymes in blood plasma.;Mumps is a highly contagious viral disease caused by the mumps virus. Initial symptoms of mumps are non-specific and include fever, headache, malaise, muscle pain, and loss of appetite. These symptoms are usually followed by painful swelling around the side of the face (the parotid glands, called parotitis), which is
Afternoon of a Faun;PER;Nijinsky as the Faun The Afternoon of a Faun is a neoclassical ballet choreographed by Vaslav Nijinsky to an orchestral work of the same name by Claude Debussy.;L'après-midi d'un faune (or The Afternoon of a Faun) may refer to: L'après-midi d'un faune (poem) by Stéphane Mallarmé, published in 1876 Prélude à l'après-midi d'un
Jumbo;PER;Jumbo lived in the London Zoo about 16 years. He gave rides to children in a saddle on his back called a howdah. He was remarkably gentle, patient, and friendly. He was the biggest elephant in captivity. American showman P. T. Barnum wanted this huge elephant in his circus. He bought Jumbo in 1882. The elephant's first appearance in the United;Jumbo (about December 25, 1860 – September 15, 1885), also known as Jumbo the Elephant and Jumbo the Circus Elephant, was a 19th-century male African bush elephant born in Sudan. Jumbo was exported to Jardin des Plantes, a zoo in Paris, and then transferred in 1865 to London Zoo in
Eye;O;Eye or Eyes is an organ of vision that can sense light. Eyes can be divided into ten different types according to their ability to discern colors.;An eye is a sensory organ that allows an organism to perceive visual information. It detects light and converts it into electro-chemical impulses in neurons (neurones). It is part of an organism's visual system. In higher organisms, the eye is a complex optical system that collects light from the surrounding environment, regulates its intensity through a diaphragm, focuses it through an adjustable
2nd century;MISC;The 2nd century is the century from the years CE 101 to CE 200.  Ptolemy, Greek mathematician and astronomer, describes a geocentric universe;"The 2nd century is the period from AD 101 (represented by the Roman numerals CI) through AD 200 (CC) in accordance with the Julian calendar. It is considered part of the Classical era, epoch, or historical period. Early in the century, the Roman Empire attained its greatest expansion under the emperor Trajan, but after his death became primarily defensive for the rest of its history. Much prosperity took place throughout the empire at this time, ruled as it was by the ""Five Good Emperors"","
Herakles;PER;Herakles on an ancient Greek vase Herakles is a character in Greek mythology. He is the god of heroes, athletes, and divine protector of humankind. He is credited with making Greece safe for all Greeks. He wore a lion skin over his shoulders, and carried a club of olive wood or a bow and arrows. He was known for his quick temper, which often resulted in disaster. He was one of the most popular gods of Ancient Greece. Many temples, altars, and statues were erected;"Heracles ( HERR-ə-kleez, Greek: Ἡρακλῆς, lit. ""glory/fame of Hera""), born Alcaeus (Ἀλκαῖος, Alkaios) or Alcides (Ἀλκείδης, Alkeidēs), was a divine hero in Greek mythology, the son of Zeus and Alcmene, and the foster son of Amphitryon. He was a descendant and half-brother (as they are both sired by the god Zeus) of Perseus."
Stockholm City Hall;LOC;In 1907 the city council decided to build a new city hall at the former site of Eldkvarn. An architectural contest was held which in the first stage resulted in the selection of drafts by Ragnar Östberg, Carl Westman, Ivar Tengbom jointly with Ernst Torulf, and Carl Bergsten. After a further competition;Stockholm City Hall (Swedish: Stockholms stadshus, Stadshuset locally) is the seat of Stockholm Municipality in Stockholm, Sweden. It stands on the eastern tip of Kungsholmen island, next to Riddarfjärden's northern shore and facing the islands of Riddarholmen and Södermalm. It houses offices and conference rooms as well as ceremonial halls. It is the venue of the Nobel Prize banquet and is one of Stockholm's major tourist attractions. Site and construction In 1907, the city council decided to build a new city hall at the former site of Eldkvarn. An architectural design competition was held, which first resulted in
Kazakhstan;LOC;The Russians began advancing into the Kazakh steppe in the 18th century, and by the mid-19th century all of Kazakhstan was part of the Russian Empire. Following the 1917 Russian Revolution, and civil war, the territory of Kazakhstan was reorganized several times before becoming the Kazakh Soviet Socialist Republic;Kazakhstan, officially the Republic of Kazakhstan, is a landlocked country mostly in Central Asia, with a small part in Eastern Europe. It borders Russia to the north and west, China to the east, Kyrgyzstan to the southeast, Uzbekistan to the south, and Turkmenistan to the southwest, with a coastline along the Caspian Sea. Its capital is Astana, while the largest city
Yuri Gagarin;PER;Yuri Gagarin (Russian: Ю́рий Алексе́евич Гага́рин, born 9 March 1934, died 27 March 1968) was a Sovietcosmonaut. He was the first man sent into space.;Yuri Alekseyevich Gagarin (9 March 1934 – 27 March 1968) was a Soviet pilot and cosmonaut who, aboard the first successful crewed spaceflight, became the
